SYMBOL,K,K_used,Z,P,Dir,FDR
SLC7A5P2,2,2,2.7157501602439567,0.006612579827860417,up,0.012122692003895258
LOC102546226,1,1,2.7153792241397197,0.006619991771520062,up,0.012135258836911682
B3GAT3,5,3,-2.714931506930945,0.006628947883247147,down,0.012150653966742897
TPTEP1,2,2,2.714765333201877,0.0066322747850602595,up,0.012155729208495383
SLC29A1,5,3,-2.7146234536545215,0.006635116490183201,down,0.012159914395562904
SOHLH1,5,3,-2.7142052705756505,0.006643498647799734,down,0.012174251791454666
COMMD8,4,3,-2.7135837578044604,0.006655973982768063,down,0.012196086916776306
RIPK2,5,3,-2.7135364146449064,0.006656925142584878,down,0.012196803800229321
SOGA3,3,2,-2.713236912697981,0.006662945195179675,down,0.012206769036510186
ZNF555,5,4,-2.7132100760789633,0.006663484855765626,down,0.012206769036510186
GGT7,5,3,-2.7123634298701123,0.00668053034763036,down,0.01223696540215541
SNORD89,3,2,2.7122683528789198,0.006682446974686238,up,0.012239446939341658
UNC119,5,4,2.7122310720797325,0.00668319864145741,up,0.012239794518821824
AACS,5,4,-2.7121441970246862,0.006684950537587634,down,0.012241187403368796
SLX1A-SULT1A3,3,3,2.7121376237822203,0.0066850831084090895,up,0.012241187403368796
DACH1,5,4,2.7108139278243506,0.0067118279533097,up,0.012289127368827873
CSNK2A3,5,3,-2.7101578477895165,0.0067251194525099894,down,0.012312428730376962
C6ORF62,5,3,-2.7100866758353255,0.006726562743839137,down,0.012313021513963754
USP6NL,5,3,2.710064547300064,0.006727011543671293,up,0.012313021513963754
ING1,5,5,2.710058262722989,0.006727139009212809,up,0.012313021513963754
SH3BGRL,5,4,-2.709504199158386,0.006738385217002068,down,0.012332569751466647
FGFR2,5,3,2.7094414469567516,0.006739660006190016,up,0.012333866581100321
CACNA1D,5,3,-2.70847801708086,0.006759258979490789,down,0.012368694417863563
TCF12-DT,3,2,2.7072651226622675,0.006784005618437465,up,0.012412935269754163
LAMA3,5,5,2.706792425095807,0.006793672077884567,up,0.012429578269155007
SRARP,2,2,2.7066986003492257,0.006795592224717115,up,0.012432047151340634
MDN1,5,3,-2.706434867111478,0.006800992203653142,down,0.012440881186780012
LOC339059,1,1,2.7063118677698195,0.006803511952549696,up,0.012443851753796795
C7ORF31,3,2,2.70629982828856,0.006803758636905836,up,0.012443851753796795
FAM168B,5,4,-2.705995333213561,0.006810000297203544,down,0.012454221851564503
