SYMBOL,m_regions,beta_pooled,se_pooled,Q,Q_df,Q_p,I2,se_rho0.0,se_rho0.3,se_rho0.5,se_rho0.7,Q_FDR
SNX8,5,0.8509084033533607,0.09432031529951668,0.19602641383993427,4,0.9954993227946125,0,0.09432031529951668,0.1398996359253323,0.163367578284679,0.1838641431523855,0.9999215838732118
SOAT1,3,-0.7983494538539981,0.10050859092083106,0.10348585266554795,2,0.9495729456678675,0,0.10050859092083106,0.12713442868957858,0.1421406124152486,0.15570723951486107,0.9999215838732118
SOCS4,2,-0.6243455440236362,0.13858160149362275,0.07196798391089598,1,0.7884926571596144,0,0.13858160149362275,0.15800733639391068,0.16972710569854743,0.18068830195481209,0.9999215838732118
SOCS5,3,-0.6173941782680615,0.06468528866497128,0.06565198082975655,2,0.9677069352214374,0,0.06468528866497128,0.08182113731471263,0.09147881251602102,0.10021001829762127,0.9999215838732118
SOD3,5,1.507283944545047,0.14498617878569348,0.573907420601793,4,0.9659185650961034,0,0.14498617878569348,0.21504925595204827,0.251123428052086,0.2826300934927717,0.9999215838732118
SORBS3,5,0.9747870231723805,0.10485628244254305,1.205321100224321,4,0.8772217586877806,0,0.10485628244254305,0.15552700064257266,0.18161640868327697,0.204402524145734,0.9999215838732118
SORCS2,5,1.0168016165225362,0.08166819963337568,2.240926370746843,4,0.6915439054136817,0,0.08166819963337568,0.12113351571297347,0.14145347112768464,0.15920062926746312,0.9999215838732118
SOS1,5,-0.8828008437971636,0.04927646307789933,1.6005013335446043,4,0.8087020271161983,0,0.04927646307789933,0.07308880618554847,0.0853493376682135,0.09605751033197138,0.9999215838732118
SOX12,3,0.658049853420175,0.09742279034796213,0.12688777526922046,2,0.9385267807808213,0,0.09742279034796213,0.1232311654034513,0.1377766313943187,0.1509267378234856,0.9999215838732118
SOX18,4,1.3321961311773276,0.23815451668894358,1.015823990136612,3,0.79742309381222,0,0.23815451668894358,0.32827334685708826,0.3765553538968219,0.41931429601191433,0.9999215838732118
SOX2,3,0.6329375290783478,0.08310136009704712,0.9459935690831985,2,0.6231320748297015,0,0.08310136009704712,0.10511582982580003,0.11752307050089439,0.12874007348121963,0.9999215838732118
SOX21,3,0.7507498536165818,0.1334731408664344,0.1990394140832999,2,0.9052721094575521,0,0.1334731408664344,0.16883165263777306,0.18875952602584611,0.2067757006966788,0.9999215838732118
SOX8,3,0.6458725565100413,0.14940165358834212,0.15190410700714552,2,0.9268606452146492,0,0.14940165358834212,0.18897980461385172,0.21128584474560042,0.23145204649739945,0.9999215838732118
SP2,5,0.8826767185818343,0.058795004961124345,1.6171069482046798,4,0.8057142451247213,0,0.058795004961124345,0.08720708536829448,0.10183593582393156,0.11461256437162035,0.9999215838732118
SPAG16,5,-0.6756722169164286,0.06723326814903492,0.28306272105711805,4,0.990881130556023,0,0.06723326814903492,0.09972305230587397,0.11645143639303081,0.13106176755560764,0.9999215838732118
SPATA20,5,0.7171251992222164,0.06690362872838831,1.0922642464602612,4,0.8954976198571891,0,0.06690362872838831,0.09923411803133668,0.11588048416829332,0.13041918202741073,0.9999215838732118
SPATA25,5,0.7327742623757882,0.12281612293727094,0.8153523577624432,4,0.9363780970913779,0,0.12281612293727094,0.18216574902366875,0.21272376491597864,0.23941269849927097,0.9999215838732118
SPATA2L,5,0.979652944114327,0.0958612988470729,3.2103110453833565,4,0.523267147181728,0,0.0958612988470729,0.14218528389613744,0.16603664008267408,0.18686807309773842,0.9999215838732118
SPATA6L,3,-0.6651217686617747,0.1259396921829739,0.24469872406974313,2,0.8848391852790286,0,0.1259396921829739,0.15930251004748028,0.17810562072625458,0.19510493218045855,0.9999215838732118
SPATC1L,5,0.927196394318065,0.09748274837447068,2.5641903164512105,4,0.6331795750738859,0,0.09748274837447068,0.14459028220253534,0.1688450730460356,0.1900288601145452,0.9999215838732118
SPCS3,5,-1.0178311914098637,0.07467058681824759,3.9707916231287776,4,0.4099732057201538,0,0.07467058681824759,0.11075437859840663,0.1293332502001877,0.14555977066473247,0.9999215838732118
SPEF1,2,0.6427268870421649,0.16943651242692237,0.007648563668614595,1,0.9303090049681938,0,0.16943651242692237,0.1931873475836816,0.2075164996213504,0.22091818386854817,0.9999215838732118
