"","AD-21","AD-20","AD-23","AD-22","AD-26","AD-24","AD-27","AD-25","AD-29","AD-31","AD-28","AD-30","HCO-18","HCO-11","HCO-19","HCO-13","HCO-15","HCO-16","HCO-12","HCO-14","HCO-10","HCO-17","HCY-2","HCY-4","HCY-6","HCY-8","HCY-9","HCY-3","HCY-5","HCY-7"
"RPUSD3",3.82248685792828,3.92765091128558,4.06524665603138,3.56966350083838,3.92447857865158,4.26714089153479,4.10425680410984,4.01219097668164,4.04082017534518,4.23513758572021,3.8997322055414,3.57554655356959,3.53731946056707,4.62016753944566,3.92342217320281,3.61290831688112,4.24443629748186,3.88903577104479,3.77768866393898,3.52380292217824,4.09442750160306,3.6739798227875,4.13228756011791,3.72965450697469,4.02793575335416,3.60160152482104,4.30034797664769,3.65175260277956,3.87234479049763,4.40879108969251
"ARPC4",5.20245829161072,5.51274849280246,5.24536463210668,5.5495053041675,5.32742361850589,5.16514088254311,5.37161687365926,5.56947758581549,5.54908196881858,5.31001006527929,5.46515638855169,5.31272823444586,5.51382624669361,5.87796543999612,5.36248473307647,5.45721524099079,5.47506627674325,5.99921535981493,5.7637494356424,5.35239752939714,5.84810092877282,5.74667366342901,5.93378326454904,5.96648816574459,5.81971521074693,5.77090392015254,5.73962572759522,5.81740330927199,5.71628846294096,5.72346300667399
"JAGN1",3.57375712708172,3.17026116991971,3.36026302082229,3.01921560758789,2.87908124936235,3.01483736314347,3.0750055155438,3.28739280517958,2.94689381298242,3.60453934776382,3.66557249772619,3.12068682519845,3.1616957370121,3.27845917410601,2.947677676932,3.35917816663859,3.13582888787057,3.19919986791501,3.52400954434292,2.9816424246196,3.43120867044446,3.33527837278058,3.4085476445775,3.72965450697469,3.70435072931463,4.19654851187058,3.26197423295033,3.57822042866505,3.70420022420001,3.07174677157536
"PRRT3",5.45322980881714,5.85021713686475,5.68710359016129,5.15697669399074,5.82446208737694,5.87225624100835,5.69962083999054,5.19759436113408,5.87000327350776,6.06991481100202,5.54194886117075,5.610487642694,5.1936763278609,6.59447076029114,5.86325748444247,5.68312139137366,6.16822795064081,6.1281244207177,5.60892755464403,5.80882218499909,6.08182160199971,5.41536886034212,5.8022810949037,6.1292200188729,5.98161017964727,4.5570388997844,6.46376843879956,5.21468255267932,5.03433005430562,6.14206512283862
"EMC3",4.93722078976337,5.0049647026393,4.81896005900831,4.87199096393115,4.72547454192968,4.55858579716461,4.75638596574942,4.58721155063669,4.74615508120042,4.86632736957299,4.77864723769992,4.63329180195824,4.95666260563133,4.74678941379942,4.81770376043103,4.85354836954064,4.75373893568997,5.206425990964,5.25229237067619,4.71510968653956,5.44033742379092,5.27564288810224,5.60809665620232,5.44692331515473,5.36588276576928,5.18696550331253,5.48706535324441,4.85355025583017,5.12037445042385,4.78373026820244
"EMC3-AS1",3.9700368039464,2.85779403518623,3.31407757719171,3.18619933502335,3.15740737318598,2.99904960383021,3.57466270983699,2.61117297983395,3.02497728264531,3.63389717955689,3.17348750750926,2.75181391389369,2.71877569075345,2.58937362690723,3.35486807374415,2.77071390737627,3.4298562017292,1.96387095228919,2.88273246800195,3.28456222629995,2.60489415273577,2.22793804488652,1.60514883271444,2.46476587878211,2.24095214802694,1.82673647205803,2.96510273503095,2.56235401351434,2.31560889803819,2.5864913755595
"CIDECP",3.47256483579243,3.23273977089729,3.16592655051212,2.50874418751974,3.15740737318598,3.09128413996402,3.4406534001726,2.57048095040743,3.19675207542531,3.05825405424196,2.80011699310693,3.0491964875769,3.25402357253333,3.18611821575913,3.54455944929952,3.40324187289547,3.68259811148378,3.50329406936066,2.95308612137247,3.31035240080764,3.48813770770102,3.5642528882974,3.73433079281492,3.54361950890961,3.78633600474569,3.04550226076846,3.81719059355595,2.83911562907645,2.93798613246144,3.18322320685208
"CRELD1",6.75099612235187,5.89146937180021,5.96442742298068,5.45217113797703,5.76548459715772,6.14397362468277,6.31579848150744,6.03529232800615,5.89309010575499,6.8140727382642,5.44456153244533,6.43800640147689,5.32984160404793,6.73553889670663,5.96013882916794,5.32142848943583,5.84092956035374,5.77580745704284,6.20109803605644,5.30828291876896,6.0771905084139,5.7376754771936,5.6481335001711,5.87510695220389,5.83327962181156,4.45748104053087,5.91440756897297,5.40036267131973,5.25327525804985,6.14512806256308
"BRK1",5.46791040904369,5.41374744828876,5.21112125617378,5.06503365324576,5.13195974263994,4.94385720481836,5.18722597938138,4.82199852302988,4.9639927974114,5.12940965557494,5.13139786472721,5.24502110869513,5.31919532142422,5.0084552258502,5.07393220521025,5.14840516521828,5.14818119177999,5.53533693451068,5.70379934655485,5.08742682822771,5.75837910228911,5.78211547125442,5.92337991054266,5.86131948068996,6.03289515346045,5.04976906302795,5.43701625508756,4.65327534786055,5.10919407339909,4.89344105464641
"VHL",6.01151978596232,6.24368553910981,6.27285204914953,5.97485326678582,6.27298836753241,6.29060400567939,6.23105269378421,6.33160883371362,6.39160191809399,6.06453449397198,6.34668955757946,5.94021483664298,6.07521639541765,6.45179709967081,5.94548914302864,6.09940123996425,6.40651756924342,6.59349505774547,5.9053306620485,6.03641280997143,6.10778731606655,5.80469436840073,5.91026932655957,6.39749170306104,6.0710149170513,6.38686244543869,6.25494693685218,6.57000126268796,6.01625564143995,6.45011863847246
"GHRL",1.94167476991944,0.933773922713552,1.83012439145537,1.09644464762244,0.645893957358428,2.59917961681504,2.4227605385569,1.89956454850686,1.77504473065239,1.90502087972841,2.157189846427,1.49101506507965,0.999749800349282,1.69419406937661,2.37828248455773,1.52514176738616,3.03181960383538,0.745431416282847,1.04815631559703,2.37144035145406,1.12167922893165,-0.186426395261374,-0.150271400292226,0.625665833925884,0.872358061250207,0.645793373593206,1.93196277007241,1.67821202854665,0.918460460214035,1.96532602524323
"TATDN2",6.24762789326272,6.46933097252196,6.35069897419048,5.9990983331178,6.54136929178664,6.5055936088111,6.59351734015032,6.33313000185695,6.62888580072789,6.53035651299426,6.64500054565547,6.06778805387373,6.34691184210047,6.7335012363972,6.37836742970119,6.24331679848646,6.82932756762228,6.84974282672616,6.50848294506492,6.44570078366096,6.78506145457236,6.17236356866874,6.35159990082226,6.5748133589076,6.57869327485589,6.3242810505701,6.73743018193104,6.23127860005262,6.10194334670308,6.62813426938957
"GHRLOS",2.51689687706669,1.59733351081522,2.50047914786609,1.23355024552286,2.15729005114895,2.6404721798648,3.14562425146331,2.85090677257767,2.77677651888439,3.04374432288447,3.06972315662531,1.94940191940586,2.33075000742738,2.91118925177589,2.89636916923636,1.67644814094837,3.32373932651087,1.77164991619383,1.94000735900198,2.75625718169251,1.60612340658622,1.85452554973045,0.64146164000769,0.809218722358309,1.87183620336762,1.15413730469537,2.59088277000983,1.97414597639299,1.53459457526737,2.74023603889603
"LINC00852",1.80034716175702,0.933773922713552,2.07134100378793,0.583745934005116,0.909039852900121,2.46769872878738,2.53224549231078,1.4390568876987,2.12628927861059,2.39108684095074,2.34669630721913,1.6281704181183,1.1514917713179,1.82242915584562,2.42730591393877,1.31976211008677,2.66544932779549,1.2875791859881,1.28479060939633,2.41962909775899,1.53585694649302,1.5270021903889,0.091920344675281,0.0765096902576424,1.77876159537507,0.922240291133251,1.89947759319583,0.71275290906702,0.697392332118699,1.81957332877373
"SLC6A1",7.4237170431639,8.18449005407603,8.22612065279583,8.1834408327868,7.71479864519085,7.3878625357306,8.08641290513142,8.13121059764377,8.12497747669134,7.09658070127672,7.7192201206213,8.39229869322386,8.16670850581805,7.55634364974467,8.65134026510919,8.15951861321883,8.73413785712246,8.03163941361513,7.88335841189919,8.57677691329342,8.65973938610692,7.67990100115228,8.19304232400551,8.16637078307382,8.50945358842712,8.52663284090225,8.08897902286798,8.31324167988706,8.44802785734932,7.65629846893716
"SLC6A1-AS1",1.94167476991944,2.3498199319502,2.71116179053068,3.16349557825797,2.23130236522577,2.88341564363082,3.01967623673688,4.03480271504613,3.05506456148807,2.36797746178099,2.99075284848379,2.60996021654463,2.7508194691655,1.82242915584562,3.15107171037971,2.38769427005702,3.47020979226293,2.03900811936357,2.46794466567211,3.4561019884295,2.07110889944061,1.3866928756848,1.7534698649931,0.865556296246319,1.60890618421293,2.72335276003467,2.83372776464099,3.59073901422418,3.47081219049461,2.86437096905107
"TAMM41",4.52480479716121,4.32755105540589,3.74672802078464,3.77831006289798,4.10593359703074,4.1069720334828,4.58274253424282,3.77313277553287,4.48395417295875,4.20936647233167,4.51077826752338,4.40893323646821,4.19673000269454,4.53849175813014,4.79453585200505,4.05541855454068,4.35632279883815,3.96164268547891,3.95958130750256,4.11286592022055,3.96671250549493,3.96669185857477,3.89202857995014,3.56928919634353,4.07436761709121,3.74183495035224,4.49228312056868,3.86258585791712,4.0347884764062,4.60396138097373
"TIMP4",3.20454913250581,2.80941651239028,3.5009049291315,2.33677163396965,3.19488508673655,4.67245410230101,3.69727526810559,3.54011084574415,3.86515534829662,3.19584902973259,3.4103816082619,3.15514596851776,3.66051440876113,1.88251109091926,3.58832624754502,3.44599954860863,3.7332198337468,2.85558491459644,2.77809147629494,3.84819271374859,3.38198923300826,2.57367977235704,2.5052767920413,2.42782438858614,2.59044961956667,3.81140160152997,3.57129327189836,3.63975456840699,2.73474977384098,3.40385504676115
"TSEN2",4.26049520305212,4.17680270544483,4.08600932902116,3.93397608288313,4.21939624431624,4.45823494857148,3.76613359097924,4.26899195714782,3.83945408264373,4.21585253720104,3.8558424118985,4.1992615452328,4.37692657526953,3.62470948613585,4.34301680634936,4.02189436558714,4.24443629748186,3.59744484388962,4.30986790485208,4.23907908686517,4.22855384738662,4.05626916540614,3.7283670767594,3.97984331635599,4.05465094298939,4.46289578311406,4.12879900115753,4.2095982227371,4.15925775517884,3.92953562137173
"MKRN2",4.85472518989869,5.04381818309787,4.76418764935179,4.77047624013202,5.04227932919708,5.05873751233102,4.67516229852968,4.65689341520804,4.71351396651558,5.1899610357039,4.83398853625233,5.06039284647119,4.60878515620576,5.099871797549,4.72271252706725,4.87873691615637,4.9340636961611,4.8818575482483,5.10556616087635,4.75321764838328,5.25593634725988,5.07307424275563,5.56021772204667,5.27038004883787,5.41825329102547,5.26652757012429,5.17732376101372,4.94414310103545,5.17769079620475,4.69455490958798
"RAF1",6.38700728326843,6.36997814720638,6.47002528571396,6.35270347975299,6.50825855416581,6.63125467307514,6.40306610589385,6.37064709398322,6.21130556665543,6.57392524769166,6.61107982938205,6.226092193197,6.00388153896821,6.19618765986358,6.02527705987708,6.1571577916366,6.05670775700738,6.12237728510143,6.15258973108586,6.08764605666578,6.06320735825198,5.95976834842289,5.85660205061876,6.18008852092206,6.05621820806429,6.60580429113063,6.02770824609755,6.39547428498524,6.26697894397527,6.1188834199368
"RPL32",6.74739048047225,6.30312689789798,6.7643206573371,6.69800142101817,6.50328798401358,6.62869188934515,6.57764129682049,7.13029775501245,6.77161914303603,6.12436721493681,6.79547267278487,6.39419913488806,7.19866064427676,5.34911516602343,6.4122472482325,6.51837809296345,6.09753309138597,6.1522975090969,6.69556111651043,6.30205820472336,6.51748978117779,6.75636347137388,6.60938510286851,6.78932247544225,6.59129313784431,6.75008480060048,6.2913960649831,6.21923507863289,6.5961440811204,6.03220257254603
"HDAC11",5.99336902195205,5.89919494231494,6.3086247065707,7.42064137732432,6.58083242535093,6.33372605906602,6.34422749765596,8.03914752956642,6.88588458820007,6.28411854696534,6.59781804953664,6.29724630167018,6.64637820088667,6.33972741441904,6.40767385662848,6.40375361448943,6.75369389659227,6.32736560664353,6.80898064460123,6.87309127170828,6.18011640041941,6.72027530001702,6.99504043447271,5.90565528284125,6.01939642828383,7.39046230319514,6.28197601829005,8.34175764777926,8.07257648382176,7.18582887081541
"FGD5P1",2.37456304905522,1.30337217861467,1.98554091962383,0.834285292506831,1.18215445220901,1.00924551655225,1.69963808840415,0.961073553966532,2.20890236168802,2.58393159023143,1.1533354610256,1.56122202831595,1.67015519502739,2.41726393079983,2.10455235597494,1.91427793841644,1.93443461653325,2.67891584169642,1.32779263039843,2.10291905360838,1.21457373592569,1.56004643683192,1.28590276418513,1.58894812942441,1.28713465518384,-2.04231234070068,1.93196277007241,-0.741765868390676,0.572703549616965,1.65742343442241
"XPC",5.2059653831709,5.5026415315736,5.36345235021646,6.1380449534309,5.60770155876307,5.40267222402606,5.19972652997825,6.38831454229865,5.85297771847437,5.17005828996996,5.7384433331707,5.2661945278561,5.75212082386291,5.28099060987514,5.4481183127891,5.55225439687632,5.62780917659417,5.64562869741989,5.2634103496635,5.71297842788426,5.33823584311778,5.67683691871197,5.48793126120912,5.20365224318195,5.22891710097009,6.69478241069193,5.60256091231136,6.62124064738356,6.29191476994681,5.97482691557626
"LSM3",2.85738538420932,2.85779403518623,2.84711137150832,3.10512205077194,2.51427602587685,2.37287755119748,2.03340570140232,2.46342715147253,1.66228897488098,1.69822573584091,2.85465607428806,2.45262236897265,2.87231876678075,1.22253041002006,2.69089036621632,2.78410722249971,2.22123932951665,2.70990425789347,3.05896905201674,2.44313301218694,3.45043570311393,3.48903517121481,3.79265007134561,3.66763066374333,3.28654744558474,3.70575185986267,2.52852017649368,2.2514746532493,3.12722260210845,2.17165385355126
"TMEM43",5.6149783274783,5.41104816322991,5.59836028640389,5.57338465394076,5.481958186234,5.61694950127459,5.62434325244552,5.72819880693189,5.46753735474386,5.57761938797359,5.59363786233134,5.50978463525608,5.16423549144292,5.64416129790771,5.24091943813048,5.61542991297264,5.70803801715112,5.46214601141724,5.34678716548227,5.41613889500007,5.39391872112656,5.50294304189162,5.19976242272983,5.33913995456898,5.35517660499504,6.0516773148339,5.54858969557581,5.63300717539859,5.77052096198864,5.45633807640369
"SLC6A6",4.53041043587251,5.61714841918267,5.12679713978834,6.04639932804674,5.68436387693148,5.25096295083281,4.68704942464947,4.70468295815078,5.22444523766456,5.05539647424097,5.61222383807123,5.22893458933598,5.03031127867243,5.90899111120527,5.86992262028213,6.08323971507621,5.47506627674325,5.90193079015912,4.03288038765932,5.93230055031879,5.00924027082958,5.37879444867685,4.46554196413056,5.15362229156569,5.0937625205981,8.13848444830333,5.4055533817521,5.83592526626719,5.91716400389535,4.99878551624747
"CCDC174",4.39562636392422,4.33895702793722,4.45397672895983,4.61181836324474,4.27877705718389,4.16472175149488,4.47030240109231,5.05738694475435,4.61091092111853,3.59461912792226,4.63542821199955,4.31554027110133,4.52324678488102,4.03527384366266,4.44771155162337,4.46600554346157,4.09760406711496,4.33402767197592,4.03936290753439,4.59958516876641,4.38163037577904,4.12964386344812,4.19849557463812,4.32442033913352,4.31987031374657,5.07473976566074,4.55619732175222,4.68864524167421,4.45254869402885,4.36217050240003
"FGD5-AS1",6.96377665517851,6.88567399992375,7.35215764863168,7.3106432398486,7.27955122646435,7.25292415363135,7.28998385950315,7.39421955649678,7.04520296737719,6.93103468353176,7.43891976231655,6.80740026320544,7.2597874136316,6.41666982920396,6.900774405235,6.85064321210561,6.88355935370804,6.55774431922592,7.08208875914996,7.13632712291257,7.08176637576004,7.03796520312004,7.07476053491978,6.9591350889866,6.83422690389004,8.11374172766614,6.3223592730812,7.68848885379795,7.66735755269678,6.78657735636612
"MRPS25",5.38679916605185,5.82204541021161,4.99028145143407,5.59263252779768,5.52673579044859,5.38455835352946,5.66096697796291,5.70723623389037,5.80066126808524,5.19325162854705,5.58290880237452,5.83432611358104,5.78537543224831,5.87796543999612,5.94127604932158,5.82594136350717,6.08134132491675,6.04550329454659,5.50971123636341,6.12989854055945,5.92914563599336,5.47938521590894,5.42847947698868,5.61861372975202,5.86570035493468,5.14041633667339,6.45541233501018,5.52626537634762,5.38426470805435,6.10479346919116
"RBSN",6.61647429539883,6.83522058950596,6.53690259200296,7.01575834577125,6.78200603912206,6.51256059545898,6.74619387890949,7.14596128539294,6.95133787935714,6.43211476265741,6.77911629778487,6.6849933336607,7.07201048341833,7.03839830937538,6.87007441255689,6.79384383266056,6.66520990430206,7.29316943668388,6.85104328813087,6.99439037965099,7.25373882976005,6.85118920534518,7.2792976500233,7.05612737431385,7.1811825823979,7.48197524094692,7.03621930377578,7.49144259352554,7.22800191264659,6.75083166557384
"SH3BP5-AS1",3.13266205533062,3.15743407122984,3.21701941267511,4.21909639345418,3.33575825592264,3.81399393042102,3.17967827236704,3.50814735633546,3.53236896885121,3.29719436345267,3.80134901754064,3.56704039613992,3.67728534820234,3.59807947194383,3.70225812679882,3.49569022397861,3.25610837629891,3.17719296075949,2.98029425361148,3.76670500722083,3.16637628331052,2.72703914019441,2.35855364077665,2.46476587878211,3.22906990929118,3.16990351317368,3.59177004598788,4.05555999940011,3.71898546309767,3.23013155874279
"CAPN7",5.41434606017511,5.08842633112418,5.37474643256185,5.52966932375475,5.23149740627246,5.45279320622498,5.22848003184234,5.33147594814993,5.0746117020321,5.22253402219309,5.45636599653064,5.2262359772187,5.17903100762698,4.47160678564854,5.28147924175108,5.09298298424695,4.9049184320407,4.7162273179097,5.36238256059341,5.13871080734147,5.18021957244207,5.04417090025113,4.86669906123631,5.21453827328659,5.08082396886825,5.57230270006086,4.77791024689601,5.47316360884488,5.51073150241849,4.94707459316934
"COLQ",3.89380486739303,3.84206279654038,3.42688194127997,3.68574413045554,3.65546848462711,3.73040685164592,3.8531126615199,3.75508900646772,4.12832540663216,4.12228156199572,3.60322852583655,4.19374678532674,3.70208178261828,4.18593228561255,4.20222831911702,3.39453614005929,4.30704464458216,3.98716473665872,3.70615588761235,4.1490469113805,4.02558705457593,3.15236453281226,2.68845232090415,2.68426025941403,3.98691186315572,2.33181712264747,4.45364893443116,3.72171800247946,3.16009843576295,3.6988689432017
"EAF1",5.04297039386469,5.2632337494132,5.09982748960464,4.93702040746846,5.12550458664055,4.92309156435011,4.95625245438814,5.150056223552,5.03741759161523,4.95429205876767,5.16415744081496,5.04822086628467,5.2785570733296,5.86499366263247,4.72761360590244,5.0658239501374,4.8562644809771,5.64763072947084,5.5935924541969,5.03811629025276,5.55801896861821,5.4986883140841,5.54333229945236,5.72521990330617,5.48361104478815,5.68547764424901,5.47609241524725,5.47990920610487,5.35142973492558,5.27807652764928
"BTD",4.03457411390747,4.49494619744903,4.09968694312689,5.00244642404822,4.40673436486602,4.64227967417205,3.99374577770101,4.7140537970173,4.47285237096637,3.4369978129033,4.71619707806881,4.27954897862787,4.55988293439244,3.30064959528993,4.36834311004921,4.33563856586433,4.06503836520434,4.3586799935453,4.35733759597361,4.59434628434518,4.55151549868529,4.46672310222294,4.58586131099264,4.20940838988474,4.4053828797071,5.17711634262295,3.91793574020081,5.06570706133013,4.98012722258159,4.36742559066481
"HACL1",3.93665220988881,4.00128385552188,3.52137502771314,4.03748986480906,3.58193510580529,3.83192903725041,3.19640851571503,3.85164827388444,3.84807214498518,3.64355184967483,3.90835218295592,4.06676174017552,3.99077024244879,3.570948648437,3.75121319534213,3.70027476666811,3.7165425091434,4.07309571066551,4.10881193033551,3.72895632616455,4.38163037577904,4.09059868067418,4.00487174649872,3.56928919634353,4.37920059896916,4.48966878717527,4.15655563564326,4.54807830606594,4.25873736593578,3.94367749635054
"DPH3",4.07349139155538,4.37818242418918,4.47511869451595,4.19690843778409,4.44352763883206,4.04681390761747,4.62042382079423,4.09342335590968,4.02570569723808,4.3922844546682,4.47640861472106,4.19374678532674,4.23121165339421,3.80628384093605,3.77033936756749,4.10961710531572,3.56641567620978,3.90920279604425,4.75403154541241,4.12017507261548,4.10052585321454,4.65054039211505,4.48689387004345,4.81398845535655,4.48119404630084,4.65962994877864,3.15595584725652,4.36343048173965,4.49181938905943,4.01237935358667
"OXNAD1",4.45578112946027,4.52021533021661,4.62924068169465,4.48021092433168,4.49951407964035,4.5259049955539,4.65714592150024,4.7600161648474,4.29517789350199,4.53398292359622,4.61450913755973,4.61277569187537,4.54625317031703,4.39632683005911,4.58906413545531,4.50696854514202,4.68682219469305,4.27826253331936,4.66879672267349,4.48536350792651,4.6833128507304,4.51386559447531,4.62490711963055,4.3834926414615,4.53436161035972,4.78164392791226,4.30655545569041,4.55448332088919,4.44811855918161,4.43905500712042
"SATB1-AS1",2.15990078681776,1.51927438314351,2.20389188733011,1.31821170762156,2.93920804916983,1.13013724759474,1.99566997770942,1.02270313491965,1.9771305631182,2.16842814816843,1.68176095382979,1.75341109374302,1.56594157216497,1.62553233503393,2.01116769223503,1.78701478641914,1.14886631836764,1.40584909891313,2.36848032616958,1.91398963356344,1.88579759106702,1.5270021903889,2.01096349877666,2.33110744588999,1.81045835210232,0.303509771513906,0.829220447218745,0.51676573928557,1.01746607591051,1.72448570313605
"RAB5A",5.41131114031326,5.60774931057526,5.14340068534883,5.53851900230146,5.13195974263994,5.02014825398278,5.19972652997825,5.12568654184188,5.2310494211543,4.75494320664424,5.36851127745516,5.21539076519678,5.55750937267171,4.4469473613965,5.41508009396643,5.55616298566241,5.26174029229981,5.67340744144372,5.51437222252229,5.48569625858305,5.80206756937542,6.01294524188041,6.01318910242808,5.99518006996081,5.94637852797086,6.23374144795041,5.49524063182466,5.68647449725327,5.95668564800366,4.99199688223157
"RPL15",7.26633782788707,7.27818279664397,7.11936673545935,7.38735054066692,7.13920971204121,7.03023791826593,7.05105286343594,7.45066539706482,7.20385151286393,6.65849455045822,7.26274029778349,7.29589152758928,7.79350008124456,6.65385694916297,7.09912220631645,7.27673399448237,6.86381560747679,7.48116170663755,7.64276397382876,7.20925117639813,7.79258075264863,7.70781454437417,7.93370638731342,7.86117492332765,7.71890262386148,7.76553738506473,7.42370097760296,7.4568144592308,7.67780105691363,6.91952367461254
"NKIRAS1",4.56905163742139,4.75118964320124,4.19196286455994,4.2245904706184,4.46924565887325,4.15049959142087,4.25560927610973,3.54011084574415,4.49497119652627,4.41501076613799,3.98369845135766,4.40893323646821,4.5553539720107,4.6420580728057,4.37460582195596,4.20730106604181,4.12313749901101,4.8818575482483,5.09003819942439,3.88298277831099,5.27223595973571,4.97540992829067,5.2547359364708,5.47208944827025,5.12561016520616,3.72390621095418,4.53520563619715,3.78844670094607,4.25366914009827,4.28095685533216
"NR1D2",6.88720425911462,6.78606702027677,6.80245694276127,6.31971430294731,6.75403171533398,6.91191641746923,6.5388104549705,5.82435255421856,6.01672778758876,6.85308310524447,6.47698697028456,6.61451096435993,6.04968268607759,6.06459518525596,6.1852465793154,5.84683362211158,6.12780561121662,6.22113385258581,6.91236506717214,6.16566010608315,6.78316699972537,6.40043811442925,6.97061830398755,7.05461361677505,6.74887169083636,6.6832309806684,5.50066519344384,6.30340449866859,6.64824838429081,5.83577892295784
"LOC101927854",1.0967788453936,1.04937530248736,1.12472660273426,0.440013152892293,0.909039852900121,0.653531995025247,0.985453253470088,-1.58883981273645,-0.235389882186272,1.66068307339431,-0.180217963491618,0.978082137639791,1.288781614246,-2.71078868698138,1.27126272590588,0.433544802168202,1.14886631836764,1.11310449274151,1.14751384560747,1.57414015524411,1.34358040917313,0.910979613330952,-0.150271400292226,0.415307877833501,1.5349385654145,-3.68880077609983,0.605824484548724,-0.135612314887039,-1.53085483430893,0.354247841153927
"THRB-AS1",1.0967788453936,1.51927438314351,1.54031653584958,0.100814603328064,1.49418815065705,0.288228159854053,0.63893768717129,1.13858548133736,1.53996776097522,2.11390866728234,1.0941201078833,1.56122202831595,0.637925524864011,2.28994310725265,1.27126272590588,0.943657828000413,1.93443461653325,1.44321173051526,0.884978186264797,1.77272129390415,0.915757193338775,1.00996394669725,0.739600480514199,1.07118702248575,0.45766836238442,-2.04231234070068,1.3930396920715,0.51676573928557,-0.552727927334259,1.72448570313605
"OXSM",1.51385070509916,1.67138504446284,1.61840625491217,1.27650190950924,1.13151190446757,0.80649068049063,1.55145685630421,1.02270313491965,0.697208593096715,1.31893921264462,1.26493844366067,1.78309328072405,1.60152247017032,1.17527303696411,1.37486343462174,1.67644814094837,1.68297658147029,1.71167324999567,2.32669162025739,1.53091970265533,2.14377767969237,2.18621547829548,1.93013318755483,2.18379003335994,2.01474491558836,1.98564890088413,1.3930396920715,1.76913492138609,1.27926292220636,1.3946174858248
"AZI2",4.89003678988025,4.95765578689789,4.72059294054367,4.76671521658168,4.7633879844436,4.55858579716461,4.96115568710991,4.78690675056967,4.80930198187598,4.73701741933511,4.66624885302978,4.86259002457054,5.25640601248721,4.31690145932486,4.636741079415,4.74473065872413,4.35632279883815,5.11388065702186,5.15416148374372,4.70542331094905,5.15699996388324,5.13194945719543,5.14261089100192,5.41660423454439,5.36588276576928,5.09928560927216,4.66649027635678,4.54807830606594,4.86520099581697,4.77188973380151
"GPD1L",5.64112120208048,5.9978348746946,5.37755619213222,5.30694075710393,5.63067523428173,5.13295102405236,5.08311959671674,5.1361811369081,5.33586773773567,5.47591117588774,5.62273787193691,5.80207001589336,5.41729680923242,5.49096002364432,5.25795814604251,4.93685404110561,5.36967847802765,5.97390747579805,6.18218293624051,5.26277671121399,6.53448189586577,6.05121676604695,6.1732131969248,6.29864774224991,6.30874356757793,5.47114481658257,5.53807653895019,5.43201394536149,5.37961950366247,5.45139761670152
"CMTM7",2.07038466418756,1.30337217861467,1.86257598952965,2.16453965748007,0.716315140331254,2.10435178248107,0.822574094758027,1.52675188436952,0.842295052484396,1.62213729173341,2.00475899610837,1.45458737585998,1.3735483942946,0.517177286198522,1.27126272590588,1.73279041863352,1.42004308420016,1.64909463346747,0.700961552231687,0.569124597291583,-0.456423402083413,1.95732251249888,0.831486545591869,1.16396310721503,0.287917229711199,1.89241641559069,-0.5729114087543,1.30548364678153,1.3942638723731,0.658565359002823
"CMTM6",4.26049520305212,3.69891542933688,4.75557345705773,3.74046001668739,3.55336420538639,4.04681390761747,4.27935999989235,3.75508900646772,3.02497728264531,3.94624146764639,4.18866187591308,3.84548155988514,3.94302816326122,3.31161811114921,4.2301258120219,4.44928903568572,3.76600703127135,3.36412278830486,4.1393073189845,3.95014290497653,3.42149820178876,4.45359413118797,3.76960447943786,3.88081402495119,3.26383047664279,4.59205279542234,3.39609047259626,3.91330271463314,4.04655819132956,3.44420339202418
"DYNC1LI1",4.92024098371382,5.08842633112418,4.64331775760387,4.74394081912409,4.74666044859006,4.81001123033445,4.50429232828356,4.21060487768387,4.65086291981987,4.89085453059403,4.68643612655887,4.84862068286725,4.97373414094202,4.72233852477477,4.70293999731773,4.66372206764464,4.53815175513403,5.30358462720166,5.246701085403,4.77653388079877,5.47125834308661,5.46637148883454,5.45761065138117,5.8119984720845,5.65489603339143,5.19023367124356,4.8561683979597,4.7288431345455,5.0134924729809,4.86771296137365
"GLB1",4.6587986716,4.65408298374138,4.62451763295385,4.40478120821568,4.39067396155731,4.47545234982317,4.52430842218083,3.95800983649155,4.33863507456575,4.7234253808489,4.29108808148893,4.52766298294754,4.21980909643498,4.23284738283967,4.41162169836306,4.5270219895978,4.54288944551762,4.47599284222287,4.23277427406879,4.37970276884739,4.67924400896103,4.44477463397902,4.22838268530043,4.50817466038896,4.66580528462905,4.20303433362052,4.45364893443116,4.29622768377011,4.37998036283654,4.21252480518984
"TMPPE",4.69418970172219,4.3670835702884,4.38304386290631,3.66164393115117,4.12547460121933,4.48114612305233,4.55057175305811,4.01976766885449,4.05577794608285,4.84974116415071,4.13825489709429,4.44187221659232,3.73449434552723,4.88538310541443,4.32372597416172,3.94050195455224,4.43488765882616,4.3586799935453,4.58265344665737,4.22558844457822,4.6167928423769,4.03879313555417,4.00979709705091,4.36894977360921,4.67444375359141,3.34432615849665,4.30034797664769,3.34688389708092,3.43544052329781,4.3462894005667
