"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099571","postsynaptic cytoskeleton","4/612","15/19979",0.266666666666667,8.70544662309368,5.30689145067303,0.000908962052077055,0.00952542424436914,0.00952542424436914,"NEFM/INA/NEFL/NEFH",4
"GO:0048787","presynaptic active zone membrane","6/612","38/19979",0.157894736842105,5.15454076367389,4.55682022612424,0.000965259109256203,0.00997869214298642,0.00997869214298642,"CACNA2D3/NRXN3/NRXN1/HCN1/STX1A/GRIA1",6
"GO:0031252","cell leading edge","26/612","439/19979",0.0592255125284738,1.93344201765748,3.5154252339995,0.0011148979964208,0.0113719595634922,0.0113719595634922,"SLC12A5/GABRG2/GABRA4/GABRA3/THY1/GABRA1/PACSIN1/AKAP5/PAK1/HPCA/ATP6V1B2/STMN2/AMPH/CACNG8/KCNC2/PTPRO/LDB2/WASF1/LAMP5/ROBO2/HCN1/GRIA1/PTK2B/TUBB3/ATP2B2/ICAM5",26
"GO:0044292","dendrite terminus","4/612","16/19979",0.25,8.16135620915033,5.09404648110938,0.00118277142495625,0.0119055281590991,0.0119055281590991,"CALB2/RGS7/SLC32A1/GRM1",4
"GO:0030315","T-tubule","7/612","54/19979",0.12962962962963,4.23181433067054,4.22731544581904,0.00124169875799937,0.0123363577905133,0.0123363577905133,"CACNA2D3/PPP3CB/CACNB2/SCN2B/KCNJ3/CACNG8/CACNB4",7
"GO:0034704","calcium channel complex","8/612","72/19979",0.111111111111111,3.62726942628903,3.96998157451748,0.00158057333976228,0.0155017769861301,0.0155017769861301,"CACNA2D3/CACNA1B/CACNB2/CACNA1E/CACNG8/CACNB4/CALM3/CACNG3",8
"GO:0099524","postsynaptic cytosol","5/612","29/19979",0.172413793103448,5.62852152355195,4.43394575617095,0.00171220686461261,0.0165802310307424,0.0165802310307424,"PLCB1/SYT1/CALB1/CALM3/PRKCG",5
"GO:0097440","apical dendrite","4/612","19/19979",0.210526315789474,6.87272101823185,4.55256800098125,0.00234170156021162,0.0223925211695236,0.0223925211695236,"NEGR1/SLC4A10/HCN1/PTK2B",4
"GO:0031201","SNARE complex","6/612","46/19979",0.130434782608696,4.2580988917306,3.93257834836682,0.00266396459709688,0.0251596656392483,0.0251596656392483,"SYN2/CPLX2/NAPB/CPLX1/STX1A/SNAP25",6
"GO:0033268","node of Ranvier","4/612","20/19979",0.2,6.52908496732026,4.39763734351529,0.00285696112893639,0.0266533568736139,0.0266533568736139,"SCN2A/KCNQ3/SCN2B/SCN8A",4
"GO:0097730","non-motile cilium","13/612","186/19979",0.0698924731182796,2.28166947782697,3.12174367853008,0.00491820993803771,0.045330489187938,0.045330489187938,"OPN3/INHA/NPY2R/MC4R/GPR83/PRPH2/MCHR1/SHANK2/CNGB1/C1orf115/ERICH3/NPY5R/DCDC2",13
