"","01.CA1","02.CA1","04.CA1","05.CA1","06.CA1","07.CA1","08.CA1","09.CA1","10.CA1","11.CA1","12.CA1","13.CA1","15.CA1","16.CA1","17.CA1","18.CA1","19.CA1","20.CA1","21.CA1","22.CA1","23.CA1","24.CA1","25.CA1","26.CA1","27.CA1","28.CA1"
"DMRT2",0.578562019958686,2.0435109578515,0.76661139437323,1.12722373298692,-0.499705139918424,1.71843143041702,-1.3515948402924,-0.160071984184841,1.75079482588839,1.21995975072685,0.804535019899881,0.945021050696988,1.50434706495416,1.04260930217309,1.21138625470874,1.65644188168963,0.833508382318517,2.33604803318231,1.75053328628734,0.710899731371347,2.04039834925696,3.09023767966197,1.75180207715635,0.81447899585823,1.22566804222251,0.159445464455842
"ZNF483",8.00875307205585,7.3088210035588,8.02439251637112,7.26692125687227,8.4829301981477,8.27293046005058,8.49958180750495,7.52137678924184,8.10067791676274,7.51023411848701,8.23648111482025,7.26120626922848,6.03707980917694,6.37868846177079,7.50748416286161,7.52729852615472,6.89117485995132,7.74329546493548,7.72006302091162,6.74200026363367,6.38672478980189,7.22160144333236,7.43332576244375,7.11704680486086,6.78332501861009,6.72237789717629
"GPR137",4.44332528813266,5.16165507657473,4.1927625557613,4.71876122423872,4.18524275460275,4.09042313775034,5.16826528025484,5.16903949072891,4.51009635897624,4.11173399610863,4.18152987279926,5.10477678996227,5.40073238942434,5.87725105445051,4.55599643550979,4.54636208921673,6.21383163307081,4.55737366871735,5.53892853800732,5.77218309317769,5.33959965070902,4.61254937023952,3.52523219066188,5.01836380443485,5.70809599325095,4.85229027621126
"SNCG",5.11321317992767,3.6117096793792,4.93803871753381,4.05945283597842,4.68340092026382,5.02566925369207,4.10102526831888,4.35722139829868,5.63281246301784,3.65355596676172,4.40811182387651,4.2179466624819,5.24176920595906,5.02460670157211,6.00740409528255,5.62546142672506,4.86548498172178,4.4334073291886,3.48623015884078,5.12196991644389,5.03141429334716,4.93798232781324,4.46489320625188,5.58462104598139,5.36175729464281,5.39520905037809
"MMRN2",3.44805477782083,4.73931251460964,4.49221156024857,5.41386935376597,3.57259566986799,3.52668015795375,3.55008880565556,4.7238213062516,4.51009635897624,4.43403997048905,4.19548185225685,5.34617813651034,6.32370903876577,5.74085208378449,4.41134328914856,3.04653269077304,3.51686854281985,3.51622204871503,3.50628030063207,3.69015021278098,3.3402099820034,3.84585326254612,3.2598898467102,3.64393294838145,5.20023261739287,5.0950076775685
"MZT2A",3.1915932600469,3.86363797167317,3.38206712667333,3.86395678879693,2.55024651866565,3.36270445672092,2.99551339173672,3.67287776691547,3.27484946949117,3.55306413649195,3.18019924949436,3.82735890359204,5.08162494196018,5.35009403230852,4.66636320357574,5.0730162409728,5.07400267927324,4.43690169514544,4.29828878959891,4.90294917305765,5.04870654357158,4.37953790689846,4.02268122671282,4.7127846186,4.81623008193798,5.0811513138612
"TNKS",7.26618037690219,5.95284229497668,6.81539221301118,6.89847147282244,7.71086511986606,7.28791241257944,7.4627876098364,6.88870568502865,7.14403632774006,6.61625092851471,7.38038442411247,6.29063226560552,6.4771393533633,6.50889697493507,6.96746968055267,6.93820193730186,6.59827660598549,6.58669865889144,6.4317388815235,6.59400571220238,6.3730615833293,6.79765258388635,7.36201091919643,6.80142771484058,6.91754293849807,6.6584947911302
"ZNF449",3.35087000345221,3.17517723997922,3.91871179878598,1.99836640307243,3.09216713536775,4.35768622483926,2.78807782290023,2.80512697854083,4.24361751323654,3.45745424925111,4.094859916806,3.08024541384342,1.98566691536607,1.98322946635089,3.27001041994042,3.07253945959875,2.61917420469139,2.27488400545522,2.92584566313932,1.77016515834289,1.89500572608078,4.27954400632527,3.4079395406566,2.87312553518707,3.12475727325742,3.00769197784513
"ZBTB21",4.74690279534479,4.94878206789298,5.23470971798118,5.01655295555638,5.68496449104787,4.61259903527736,5.16826528025484,4.98620552965504,4.60672060532138,4.87896947620051,4.91762524243847,4.99723775916006,4.79320336695566,4.57524555530624,4.64926211416303,4.45045092925544,4.80938141694012,5.35178725169095,5.37413796379767,-0.141922537602232,4.93241426354805,4.10494548845412,4.56791031919612,4.87641477665699,4.57755174899301,4.89726837928243
"PPP1R3B",2.71996812503164,3.1151246053901,3.03924297309734,2.37930735687697,4.40466184959891,2.87085148849355,2.54572587840331,3.31526956588787,4.09511821372452,3.01228186985699,2.86809645090734,3.75374038919861,3.65566353912658,2.34768387714793,2.99338636540147,2.0458851664922,2.67820024170916,1.63713628988948,3.04027924962926,3.00049265115264,2.78116791279432,3.41806690318812,4.23166976037955,2.17455487563373,2.02462765708022,2.65044761953532
"STOX2",6.98910804502709,6.58045440005386,6.71890119696663,6.88379626469084,7.33429485922606,6.61855455856501,6.37237591286135,6.31516201093009,6.98275128708333,6.07339117240223,6.76526358180688,6.04660670614673,6.16942573771586,6.38360532351154,6.95317005185626,6.81459460218684,6.06142862820012,7.20627683368982,6.65695331641237,6.27429077983575,6.73268298100826,6.96036832689604,6.56796549242976,6.64239752823956,6.10064965716168,7.15160781166684
"MAP3K11",5.08578970438648,6.44878362519748,5.70934368270673,6.25624098875061,4.56050404879774,5.33318297758623,6.07838561060362,5.88756966567807,5.70291282292263,6.0653061006246,4.82193523735575,5.56641798743224,6.92270242602862,6.78146164702928,5.93163251482632,6.27557978722454,6.28834454005833,6.21259169772464,6.3369608291665,6.38471903365953,6.5745332501723,6.30801821093066,5.9349067645122,5.9965821818815,6.14511229223705,5.88121599383696
"TRIB1",3.77591394165389,3.37617519292424,2.87926344406384,4.96171013997519,4.90776893734983,3.30964322478297,3.33789669378001,4.14529078796897,3.45717643049376,4.29575718850973,4.07989486319153,4.23833275950022,4.73820662700427,2.76436814990547,3.84391093221594,3.05959467582984,4.24589904912366,4.06016550972005,4.17844998446241,4.57052139395193,4.62753184103956,3.8334604108259,3.72272410090109,4.10642340017694,3.63479182856417,3.42245595865318
"SFT2D3",1.51401407506147,2.84628146554902,2.5180093600512,-1.42164527751601,1.45515262542855,1.8481318695016,2.15397610094274,2.27738571295328,1.96880577522941,2.65095762324236,2.44613328900896,2.51628026374694,2.48606751987695,2.1152116398374,1.42740635472649,2.30913544604656,2.28126820430384,1.28054881054886,1.45286766489607,1.72533582853724,2.71771890979254,1.63461742304302,1.78639457946079,1.41062142606374,1.95972529932962,1.7671101079869
"C1QB",4.29881368742489,3.78872907704714,4.0073872150275,1.31395902712216,4.97639305931938,2.80847053862139,2.62279910965467,4.44711441207168,4.19038354418002,3.82616375150051,3.42485064792641,3.57292801422099,4.47220424426655,2.14640327589195,5.97259591617763,4.48474985350248,2.67820024170916,3.50294745565826,3.01251050160671,3.09161995792507,4.46958634669724,5.13934539356313,7.23679758633313,4.58676709198427,4.03205475704305,4.63049238637317
"C1QA",4.25023436380653,3.68238739469545,4.18517919023036,1.88503715318036,4.59507290444215,2.98806163853648,2.78807782290023,4.83622832943848,4.45247679797366,4.1732132738297,3.03257121745685,3.30304808909952,4.11735999099765,2.68161551918406,5.71040509284377,3.69167107062197,2.98915498082472,3.66069791896687,2.80154719052582,3.85529200883643,4.17109915779901,4.78119983258196,6.37594889663352,3.87162854292992,3.23856554808155,4.10898719399145
"OLR1",2.7957800804212,2.45228484481825,2.9703210232875,1.12722373298692,6.82817193979251,2.29291647314985,0.832161176653138,3.86451239156624,5.6991064432908,3.02900715053623,2.77824733156283,2.1364942691139,2.21780093589713,0.974719384875473,3.31949607474433,1.96489043806343,1.44510719945832,2.76092040245614,2.76872406700439,1.53063727397922,0.959496091230403,2.33107663321541,3.5080620456102,2.82813264036331,2.0663285476824,1.73914641688524
"DAG1",3.15367674304427,4.37973622488797,6.23884526152698,7.06057332562434,4.04224465124023,5.47246716903132,5.50327332977508,6.8146453353889,6.00530673696399,4.27487435986151,5.88826877222032,7.03809546047449,7.51932421003308,5.56155805587338,6.74204934122078,5.5626232501205,7.50975759875265,6.11562846320031,5.52425472373035,5.40384339894138,6.72329061686829,5.69049767772586,4.50871433734734,6.91605021429373,6.96447657786154,7.35300298163122
"INSM1",1.32224844182746,1.70627171103007,-1.92586529151116,-0.0335928881133787,0.888863049919745,0.801590243581159,0.317668834529754,0.47415688823304,1.45828431720002,0.14579215881488,-0.965037281824403,0.386579733402506,1.78321401198778,2.34768387714793,1.40720302815451,1.26359412735168,1.61586155354655,2.2272467915407,0.71344882214169,1.11010950453819,1.45066673864666,0.42468132497166,-0.410232712737063,1.4408232579701,1.69313426920482,1.79454207030393
"DAB1",5.55987790500157,4.96588378565774,4.05808887275562,4.48595851062586,5.49667453203072,5.43372951305883,6.56695661926429,4.75054958069917,5.17938494531083,4.180717192786,5.83801157766087,5.26570527898703,4.13165648914401,4.55795060865865,4.81370286605007,5.22277902667503,4.70916512735502,4.94864852929694,4.80667738691956,4.87243466877576,4.52623787486825,4.52020414918608,4.31696238619401,5.32606708427304,5.32357715989151,5.1223274342227
"ARV1",2.69378556210048,2.0435109578515,2.3106113306874,2.98541100308039,3.09216713536775,2.93064656228551,3.19377761241232,1.75086770292533,2.56183094328794,2.36509285546608,3.12294776366293,1.61955141591244,2.0472948892588,1.94825708136049,2.78996585418625,2.39408601590645,2.35547787685798,2.17798274566193,2.83364012861708,1.47756085483139,1.45066673864666,2.10228890316184,3.00961835736619,2.59286779819421,2.86605310417717,2.35121068999754
"NAA20",3.7696605334488,1.59342406198106,3.40835959120406,2.37930735687697,3.69096204154593,3.54209751132747,3.41214958243853,3.02541129414384,3.74251233855494,2.92561715782849,3.28830646593658,2.9212136540694,3.01947855912297,2.95259716184198,3.70185692163304,2.87980354828913,2.25565842945551,3.18329030476622,2.30249775598359,2.66288589489694,2.90026221586395,2.94419663489337,3.89640763535108,3.63089273939911,2.60819788432964,3.07635384469799
"MINOS1",3.90704682506414,4.39665139914678,3.84362541726115,5.25188569178186,4.49285728833256,3.98719521083752,4.62275822154676,4.0043369620328,3.66657987128573,4.32313891294077,4.53423655920399,4.90673359389286,3.83235871518606,3.99815375576747,3.77068347062269,4.21972947775045,4.30327396957433,3.82971715764198,4.70624956983015,4.7768163587801,4.29219875777325,2.48690334812021,4.1140330691506,4.13441329896603,4.16275137211732,4.37738944100956
"EHBP1L1",4.62749567455116,4.91982084483903,4.83519424300789,5.67479685228311,4.66905003826746,4.49076545621774,4.51231162493974,5.69918079839955,5.01458762609721,5.4285058717261,4.51767336502079,5.36484160820463,5.61431705664178,5.66210492993606,4.98875449737248,5.16653809971921,5.31002290213406,5.24421167080625,5.12462976653366,5.62130739247513,6.02329219620299,5.61286048591697,4.14989930703571,4.75546468458836,4.9696997747621,5.0811513138612
"THAP2",3.2910005926153,3.93484861425273,3.03924297309734,2.68038389563649,3.40086114896996,3.12745326324908,4.45725832981245,3.29119749919501,2.45754582060145,2.49115207428745,3.37668018209557,2.68420225282135,1.85390240918225,2.70275291527104,2.35637030546875,2.62250390868913,3.51686854281985,2.54476603095669,3.29201376385978,2.82038322745079,2.53346513314905,1.76214277217683,2.61977288051699,2.60625466500442,2.22203170389109,2.13218073646339
"RNF26",3.88985160339106,3.69611673785025,3.47206782629235,4.52431161895213,3.87101315065955,4.12666665362616,3.4827671502708,4.27369063191587,3.97434080420917,3.75757204461337,3.82557443394107,4.37962879617982,4.91391966107564,4.80762817174377,4.44145751653773,4.02704338890725,4.94775071514817,3.58082243554858,4.71489078998529,5.10894066887962,4.22533503609263,3.98681428426336,4.63113097089218,5.0627374248097,5.02626245289102,5.05019060235731
"PPP1R14B",1.6563909694833,2.28066774601483,2.00079614448524,2.29308203322741,0.888863049919745,0.993249305871665,1.07091926489597,2.83873134030729,1.1367253289003,1.16048158427368,0.650995823641189,2.01571954533201,3.12328596055185,3.25407163367686,1.73355981493101,1.39306808611682,3.73643201177995,2.4784926565133,2.80154719052582,3.75849153706263,4.03021605138459,2.04611445044565,1.44040361092672,2.42171538430453,2.29400387262048,2.44074402208785
"SSSCA1",3.00189322098961,3.28826660401197,2.72044575451148,3.67232255322498,2.92106322719238,2.98806163853648,3.21052045280297,2.73547476050849,2.79367561218564,1.86653149367608,2.7215230798444,3.29008686048683,3.93374494136755,3.9190843167637,3.14748178111148,2.97938766701425,3.56978430875599,2.7939951604721,3.12051573210648,4.02211073113902,3.68795893139926,3.00439835914314,2.95997187297939,3.92602085295273,3.78596498702456,3.34107600819221
"SMARCC1",6.52762427674628,7.54240658726019,7.25365377626167,9.06569414594927,6.34230057925838,6.63572266841876,6.47120850211217,7.40702370949556,6.72363187890472,7.26138859956019,6.54049362514822,7.56141872950607,6.95823041660072,6.94672166199763,5.78960527486961,6.42436762340643,6.19374354743136,6.61164910507234,7.48391563597624,6.9041393292009,7.22526642125459,6.76811280983345,5.65189880580689,5.87465933011643,6.02070845819599,5.9018581828972
"ZNF417",4.87476469328659,4.07804478143003,5.12007257733684,5.08229874313508,5.28242735650135,5.0847654080556,5.07076940486715,5.53463910100073,5.08628300561415,5.4285058717261,5.10668329427366,5.07486052008657,4.02081101510714,5.05779698899036,4.70618387418809,5.11115551509361,5.47168694015963,5.35917279457765,5.44855976859688,5.48676294528138,5.65961241173681,5.23353017707234,4.47376456322055,4.33266644503744,4.38500829971,4.31718996190291
"PTPRM",5.69140511438133,4.97717333481604,5.9204589691299,6.45298447020462,5.72540222643253,5.78747702600021,5.51005182770357,5.55499968455992,6.22636842971579,5.80622259226596,5.63798124141674,6.19999454067236,6.16595699621116,5.95197722010479,6.00488543772224,6.19352509143912,5.68577905078237,6.09697545506956,5.73433542731655,5.66943331582307,5.52399980322329,6.01705820426162,6.17847030543636,5.59305028980812,5.91910664751146,6.20247436832571
"FKBP2",4.66840603578887,2.69039284874723,3.83395876725605,3.14160540214562,3.8134572043874,4.36203623010123,3.27561388065477,4.14529078796897,3.75723076667408,3.50605107697925,3.80751909975244,4.22477408568366,4.64161322389414,4.57524555530624,4.43648192865093,4.58300967353184,3.91063472821954,4.4473342957867,3.93392862901922,3.69015021278098,4.00386064820601,4.94951253315798,4.28506168046334,4.75245762924085,4.60256830761026,4.44819049847573
"VEGFB",4.86892624653711,5.99510501063182,4.95597482270341,6.61280192737887,4.42615500293096,4.15702391040768,4.49191203603236,6.26660571671251,4.10089961667331,5.24383458230345,3.9866903166175,5.51721265878406,6.89153760381227,6.51189399166115,5.1233335266658,5.2169611213603,7.29556077930522,5.48265130845382,6.54510663638215,7.00370143951773,7.02686910614427,5.15768690752568,4.87564306033169,5.61969760694587,5.20023261739287,6.07264244179001
"PEAK1",7.28712766942748,7.74669206555808,7.11585521377534,7.71740312014123,7.35180883279505,7.30721559744649,7.49303989784517,7.60675090724334,7.04104865714443,7.3109539117564,7.36580627734286,7.60655206553381,6.94006817678667,7.32538122206702,6.90400379693939,7.30127275065865,7.22308209465224,7.52960034612478,7.52993830026359,7.81222013152088,7.67000432134094,7.593629425084,6.87568763552627,7.1955331308851,7.36562886154207,6.94679745933493
"TNFRSF10D",1.70962733076274,3.50655634491839,2.6993054789846,2.98541100308039,3.47697764312304,1.48310639777502,2.51909182348371,3.55652106833886,2.99336945535691,2.46680603925406,2.77824733156283,3.93951336634768,3.64573623967013,2.66016382156533,1.50550394533722,1.47334851589687,1.76852778600881,1.21693235415035,2.20772254805527,2.66288589489694,2.0054006569867,2.04611445044565,1.94791155846815,1.6620615197167,2.70377794561016,1.94900671360226
"MST1",1.51401407506147,2.69039284874723,1.51184172841613,2.10343794317019,1.48822553934794,2.74326990784495,0.832161176653138,2.27738571295328,1.99387888474312,2.46680603925406,1.91624360509713,2.16517174500235,2.07714897278525,3.0215114587243,2.33513976222187,2.83492636422296,1.93911562179458,3.09757574028956,0.845227025310943,2.18867962290554,2.43168965219144,3.56021942149038,1.08040595861732,2.42171538430453,2.37919628429829,2.72362722611435
"GMPPB",2.90251436368882,4.01371516319978,2.65607227232554,1.47927073465635,2.9687113044693,2.98806163853648,2.69596282633313,3.9126421310607,3.21213234536872,3.09403421098467,2.83282540274748,3.4027478315584,4.09564604663064,4.36593045668573,3.11047333074816,3.93789659046753,3.71779652466797,3.39929245446326,2.66552116982144,3.74732377423446,3.47423066250375,3.37880634299797,3.27214653935744,3.71362042535346,3.4814001320855,3.17358301458146
"MOB1B",7.054226649134,6.5505367116593,6.15203988089188,6.49704164362415,6.6051232667772,7.19465644933321,8.06980517288719,5.85509652948197,5.93098496564386,5.94708302697544,7.30998785394985,7.02544280001357,5.63453641770183,5.70201572578165,5.66858218778718,5.97309419736024,6.53581450508328,4.71246731558099,6.74817594506045,5.91126742628909,5.46403988100007,5.34249397642194,6.32342227414479,6.88412141411736,6.02070845819599,5.49473078587741
"ZNF622",3.984687708217,4.71254336179952,4.80582490558149,5.6576458701114,4.09687315234584,4.51440678398502,3.55008880565556,4.50057992651122,4.1957962080041,4.28186894282185,3.89561756691694,4.5899010396432,4.33066550763842,4.43070750419303,4.24202359064186,4.71269946938979,3.67012665423207,4.63243921040439,5.22483305117733,4.0034570869047,4.54463792244102,4.40488642231165,4.28908805819026,4.2876770122162,4.18184771591014,3.91641495666092
"CSPG4",6.15194644955852,6.70110657940241,5.95431361679888,6.93451939698856,5.48238269624153,5.88742727507682,5.62691501205175,6.38506329741029,5.61069532037722,6.7820564462709,5.72472114500346,7.2997064307627,7.28119559934996,7.02328063504935,6.80902811160508,5.45305018687285,6.21715262099637,5.22816737445776,6.12315193246606,7.18328168931637,6.97580374922619,6.88930783785143,6.24112241507126,6.20890568106065,6.87857216383741,6.39174052174329
"SNX33",5.29183588957043,6.04959578741155,5.58230883950338,5.98089036940827,4.99088902872899,5.04202794116901,5.17254413376143,6.2448373984327,5.08919436023805,5.70577861667216,5.19614030678879,6.41970946006788,6.48968064908836,6.91876709447765,5.53995311401941,5.36897859591422,6.95919433172627,5.61655961959706,6.46797279032864,6.91540863632785,6.76180994487647,5.71884803850621,5.28241600489412,5.8829327129569,5.82658483818072,6.19862920726012
"NABP1",3.87827319703442,1.59342406198106,1.46250580053675,1.31395902712216,4.851689344828,3.17767260603865,3.4549335272061,1.67847791828506,4.14633525526901,3.12548065786783,2.29881733542424,1.13095894806067,-0.390587864321521,0.154504471203066,2.93107516806974,2.09746091691578,0.343511053098329,-0.0556052214516321,-0.883842889278615,0.884045261083579,0.327120266736458,2.49741540079552,3.51151246149367,2.76984351983128,1.89176508310644,2.19528854347509
"CHD2",7.09105467662035,7.25418340038967,7.33899603511549,8.23369060888675,7.90399590954155,7.79414759095638,7.27756900963483,7.91115639964277,7.58765597328926,7.56573599319815,7.54879791322664,7.80524445282519,7.09857270991132,7.33302688784841,7.10826563423585,7.51134360078327,7.76987373667236,7.25261849437527,8.06404380643276,7.26386161009789,7.76133500963391,7.42285229392922,6.31554841598353,7.16645761733245,6.53864620568753,7.13292405505379
"CCDC106",4.5995630512585,4.48629776244883,3.56848808199714,5.09509586183678,3.99700184333519,4.52608373910465,4.6164902259593,4.75054958069917,4.18495049677316,3.90981666035167,4.19548185225685,5.13408528643749,5.62950808166054,5.58451519609256,4.59893628811605,5.28805113343432,6.05957981354167,4.74101592377277,5.43816025433819,6.06084569744173,5.70939171521997,4.9146417267188,4.14546448751291,5.61639348489576,5.52580974441604,5.46088764763947
"CEP83",3.84891399880589,3.47504898704404,4.1927625557613,4.23159136943069,3.16556331404688,4.2491460715504,3.36805797719472,4.04808763467469,3.75723076667408,3.77750468968686,4.42004434679992,3.83630259148549,2.80431174736862,2.66016382156533,2.85852982818091,3.7732237006914,3.13674525461397,3.52281382089206,4.16589987628198,3.47683614739048,2.9378714515571,4.36812733902365,2.89276682061747,3.03035721705524,2.66358786512899,2.54132876414358
"SULT1B1",3.24666262384154,2.45228484481825,1.89320322762757,3.63775429004571,-0.155219923145487,1.31379584571954,-0.287911662002591,0.47415688823304,0.83759082194678,2.31141428601984,2.07560724114876,3.76315078079078,2.90761867009209,4.01515138886537,0.748250110352799,-0.419387286231711,1.44510719945832,1.28054881054886,1.53323674291436,-0.318413184140952,1.22588383734855,1.16617642341859,0.491928936086236,0.90392107179226,1.7958654255324,1.92438394806233
"NUDT4",-0.0586847184698716,5.17642269755038,5.95208118940967,4.16031703624117,1.61341971695865,3.92387206183431,2.62279910965467,4.3100832934359,3.38319529299271,4.8743492896442,4.42597380099483,5.32409447585797,4.73820662700427,4.67487504411597,-0.222810577120048,4.16638916505266,4.42889065782244,4.09154299452112,5.1375424456177,4.15481743847098,2.9378714515571,1.81352464653202,1.22192141542423,4.63328071378752,4.5336304040935,4.44819049847573
"PC",5.91893827130655,6.41597420472406,5.77648850354355,5.77362953907975,5.54462736257373,5.90839805302956,5.78337994251725,6.52322996341862,5.95831134898499,5.89100623765783,5.70046586381315,6.56935883820533,7.1944753562257,7.10692351079522,6.59183246124801,6.64839091845762,7.32433266076723,6.5281117762824,7.06611828873395,7.25403183681901,6.98593804479109,6.58433499399943,6.61843982188481,7.01409489187971,7.2231165028726,7.10306607733334
"SCAI",6.20388978105159,5.33400690217865,6.16559104563883,4.34307478012376,6.06383669780611,6.0566557089017,7.40122257039096,4.81949481336642,6.19832918825138,5.02368474355655,6.5941410507739,5.46626966682305,4.17371511063403,4.10521891097075,5.55609971301398,5.8355821587587,4.84845355633338,5.39014626588495,4.81473916026975,4.87756545081846,3.85453905329857,4.6197840509595,5.46344887415777,5.33614504571692,4.91654009237765,4.53613757707248
"NMNAT1",3.01252432137215,3.00912409066721,3.34170755624207,4.05945283597842,2.6847236099827,3.37996654159151,3.07079937811828,3.57657728495085,3.28504228444417,3.49405447285911,3.19416404093899,3.63575062947451,2.57244784683982,2.88022512518021,2.72615818956922,3.02004849086225,3.83483454932433,2.74972480708457,3.33748859793625,3.28936790814708,2.88108343221548,2.75565425202618,3.03860635418338,2.78169127140887,2.87781132934855,2.50857357466567
"LRFN4",3.76337990159949,4.79140527359988,4.20030626851692,4.38536284644516,3.84571577216015,3.98719521083752,4.7369508651387,4.68739543229019,4.09511821372452,3.7873686815553,3.97055354637622,4.82821426610392,5.82252251951869,5.88651762849269,4.08872396845957,4.68346458298428,5.8889227767558,4.81538911666721,5.53892853800732,6.12911942835829,5.99903444223728,4.57582155317396,2.74816648477739,5.1567159473001,5.27104584037053,5.7242454231349
"SLC19A1",3.99007682166864,4.81046512570251,4.37044432608621,5.95304317693588,3.37456962105113,4.11640393833357,3.65166745613507,5.03050111095723,4.1957962080041,4.73349117335061,3.76136672215748,4.48575312977944,5.29036830537475,5.41876714777243,3.92074407501936,5.0568224140056,5.40335871440972,4.49504643223061,3.71019218767142,5.64857548070598,6.22500461001133,4.57582155317396,3.81497323254835,4.49259260519536,4.939162312766,5.30271075720185
"RCE1",2.05639792379589,1.95492516017796,2.00079614448524,2.68038389563649,2.1971469618625,2.32891647353785,2.83201971201877,2.41741032572591,2.56183094328794,2.10605389428767,1.57574816339227,2.76136055851106,2.94047334732188,3.18063949689921,2.6072177216017,3.51327936063938,3.34537323207766,2.83694738704433,1.93934460862343,2.22133260061125,2.91918938339357,2.24636054099523,2.29082963808351,2.86200817454048,2.88947449707436,3.04243134886168
"UQCRH",4.4195574981904,1.47099468498857,3.05597100401642,3.63775429004571,3.27384806096231,3.33641777099877,3.58902370487043,2.90367925274508,3.40204926989449,2.49115207428745,3.26202959785972,2.66425020148775,3.31086653715205,3.16549365702807,3.77463162782566,3.82768597366209,3.41643575897108,3.64265372434684,3.96323617297177,3.34968717298368,3.42210667197789,2.86523008716406,4.16750350388396,3.75025913503093,3.63479182856417,3.38685256460662
"EIF1AX",5.6714183881814,6.21845627234153,6.42902837933865,6.31758535343929,5.93182454080853,6.19961950073186,6.68696882988048,6.08250394311149,5.68570446762422,5.89785167775331,6.33998190731118,6.2922581870979,5.53317579749757,5.52642250914936,5.3884537982151,5.4897028506396,6.3636994075609,4.98729251300313,6.12639426928895,6.03582136703378,5.12405484626162,4.88091579722053,5.82619268644832,5.19929821579885,5.22345754270729,4.29335057617267
