"","01.NX","02.NX","03.NX","04.NX","05.NX","06.NX","07.NX","08.NX","09.NX","10.NX","11.NX","12.NX","13.NX","14.NX","15.NX","16.NX","17.NX","18.NX","19.NX","20.NX","21.NX","22.NX","23.NX","24.NX","25.NX","26.NX","27.NX","28.NX"
"VPS50",5.80683627624127,5.40154578611487,5.17752043011578,5.70223068567856,5.60502150915681,5.81983470760944,5.62923105423484,6.33377620693709,5.83559607965244,5.70101828589936,5.32078194867641,5.5610686152889,5.61064798646874,6.01870276055912,4.86288056754295,4.19594020807362,5.05358129199535,4.85095562845646,4.98231101740677,4.77729256646742,4.68002589109296,4.70691270411777,4.82696384606137,4.81591466306499,5.49512916315688,4.63652993681231,4.4916907532768,4.20973948392324
"HSPB6",2.51881700135291,2.43768158012369,3.16635433675493,3.00251514641808,2.02863074412848,1.5204688251809,1.95582510405504,1.10649053622505,1.95634177098972,1.71891691804645,2.53443048488864,1.54183911352395,1.73033399270242,2.32427287678971,3.63846524415807,4.24611946595829,3.82760188351798,4.22514744922001,3.13052723807003,3.80130588386514,1.65051168725386,3.40067852023699,3.79555777751693,3.31175125417676,2.61690965530211,3.43808490043756,3.70275327153892,5.1515482198779
"ARHGAP33",5.25056089071015,5.12417955089267,5.89105957921463,4.66011202895648,5.84398661649671,4.35639238307896,5.79821142834594,5.2010841456308,5.26137095978214,4.91972778126783,4.67297318587526,5.3259701321534,5.7463731739718,5.65878425081636,5.96701182271362,6.86028018103742,5.39428670242696,6.27279699784737,6.25685516669886,5.90259822067948,6.53958503994239,6.87210334751334,6.45013119005183,6.80044647075551,5.34182493409573,6.72626755336046,6.59464515664158,6.28359961921421
"NDUFAB1",3.62330021169779,2.27768819990159,2.96168031444497,3.4431807497131,3.123454748518,3.958311488842,3.17069518349754,3.67913647725404,2.97910039278834,3.26134023352345,2.60946065752159,2.95218621404774,3.04201832598326,3.20996477879512,3.79153463193796,3.35971854090173,4.00475172712739,3.64295608047201,2.33547806019391,3.83534716528617,2.83522456585069,3.01294173125844,3.18653113286257,3.44830457941172,4.2116857602214,3.48838084312512,3.10569383292409,2.67836730799232
"PDK4",6.97875758291496,6.052729640168,7.03328767612618,6.42088239838988,6.37273445559943,6.32608141379947,6.30785066751125,5.2958528921093,7.27124700899178,6.03912569130001,7.09561781774842,6.52628944424848,6.5258178814356,5.89730559397833,7.24101401319872,7.0668421238609,5.12610776382663,4.9409355329334,6.39191927956079,5.62782157822504,6.99451177500482,6.94781026266382,6.13972518954934,6.43631878643012,6.20088967595835,6.30776851667616,7.02311979761735,6.48186362893671
"ZMYND10",2.5497917985136,2.09771270315795,1.10429947705859,-0.00663801796571893,0.405444284189245,0.69523845592303,1.18175667685265,0.0988752770029656,1.32969028475339,0.587860746852543,0.471270370409781,1.28591389867749,0.629873948114783,0.329534823674441,2.36616697906,2.23429278068323,1.34099247380781,1.65442114326132,1.67445973995306,1.08719331728167,0.247785164220726,1.58751481857194,1.63597514210497,1.40375581259194,0.28337873618167,1.12880051149384,1.67018643568221,2.42169560313388
"ARX",2.5950416663222,2.94345392868681,2.96168031444497,3.23253784014778,3.48798585015195,2.6735288521136,3.47614806092662,2.65896653752974,3.23994006935041,3.11412011670662,3.23686731098922,3.13429436756762,2.16943030112768,3.78603162874758,3.23565200987078,4.05827332071607,4.15963208779929,4.11348530337742,2.99974942891429,4.64279108196738,2.56757382243346,3.65598341439276,3.61965426566236,5.04138412535825,3.02771258372778,3.92564965547835,4.01826433434435,4.01246503559091
"SLC25A13",3.30710583843582,4.06967819209579,3.61391183816688,3.51486514660632,3.24279622928996,2.64636082275877,3.27258904561512,2.29293578559447,4.08470955609107,3.57894460097286,3.89889111356356,3.19520247969375,3.25023456357502,2.4598918162125,3.47786317868741,2.97380123596042,2.9324943023892,3.22621754754741,3.5391155980432,2.7740459505345,3.92824457110226,2.63351967171327,3.6017265106449,2.41397446054808,3.19622329498974,3.08189168452189,2.38075463701856,4.01246503559091
"ST7",4.74152190942605,4.38448966837843,4.23067743308921,4.75691240592898,4.12786330605154,4.94385565925843,4.71213362400819,5.04248656302835,4.55526387237067,5.04696151683732,4.51606924213338,4.81201899506786,4.49812907036789,5.10550987867822,4.04187407826313,4.10563700534359,4.58969706506886,4.70449938364011,3.97788913175664,4.3449275856262,3.8373496312183,4.03024163612594,4.18082176402375,4.69606263010031,4.41896325011995,4.28940610502291,4.52833327946452,4.03099829122514
"CDC27",6.31265305880119,5.74227023961251,5.63077779208024,5.92908390154078,5.59009337246248,6.65309232289954,5.7321799743148,6.46736716226057,5.92643129142328,6.5691548599363,5.82054616065926,5.80529510748913,5.56641097591622,6.05557302738188,5.38287840144748,5.06716934374915,5.67374319537771,5.1883296149167,4.93537124531053,5.19503002210996,5.69103868394715,4.90396478028345,4.9418629896551,5.12753198388983,6.03221380271,5.05331140666306,5.30104408851953,4.93246159387884
"HCCS",3.31614211673418,2.09771270315795,1.82183139388164,2.93443379617149,1.98364709756931,4.1052196047224,2.63747818798432,3.84711837509748,2.39178054513756,3.3347996985649,2.64556144583994,3.03782132826028,1.09601571735852,2.63059769357504,1.47394195974503,1.60278678129657,3.03650983543681,2.63784695078875,1.63583398446518,2.47618482429766,2.23869340614292,1.01971146283471,2.56470265141654,1.72381239848187,3.35661248205213,2.57721571068308,2.56839597779738,2.1323303275098
"DVL2",4.44053403221974,4.92792210678155,4.72211681912561,4.32996473032905,3.81770710359699,4.36475080485487,4.75188175364769,4.48971394575802,4.7667110137745,4.67095059792346,4.5827556651359,4.84089698604788,4.80270719459551,4.75615120459021,4.63904901965737,5.04304183653578,4.66262689540662,5.20204269978556,4.61627606334255,4.87599202838736,3.80892564046916,4.81564742146782,4.90943726041383,5.3472377413058,4.32026052424319,5.17602672536744,5.18534496184184,5.57640904526278
"UPF1",6.39704804159031,6.29140376911282,6.61232610661724,6.2299642767462,6.47378504487603,6.42431752918664,6.57599128090519,6.40353688485305,6.43631500038297,6.35381277587162,6.15547007436803,6.38800933035208,6.42702250468317,6.89164484689044,7.22923605741772,7.02022682573502,6.92775053491996,6.92881046314684,7.11587333033044,7.33302635289467,6.69262949189554,7.0854262521198,6.90410543135399,6.96189472876962,7.08572926225125,7.05444805301552,7.05250693475551,7.27906233267073
"SKAP2",4.41552687732072,2.96462921975025,3.46672905061759,4.12379790715078,2.71925694527204,4.84276675379844,3.43766934287251,4.74840814142968,4.11754868494325,4.2286475047745,3.77399239506169,3.95430435728403,3.05914634720153,4.09191155345627,3.17145149291742,2.58560504155435,4.1937792284118,3.81344764772532,2.88914736940541,3.32228624076208,3.29752163910808,2.89721167249518,3.02103079141464,2.73200368801838,4.53459155398067,2.77927621323344,3.06885522512567,2.96206519948141
"SLC25A5",5.37252152672914,5.1288768633907,5.66775545884652,5.69453326607782,5.38483906945482,5.60027877946034,4.74007187732836,4.90893685774827,4.46882558212714,5.13772601999772,5.38891951435574,4.92421668502004,4.90097754014977,5.46602980294626,6.16299157164141,5.79408894077768,6.17392406945433,4.89101406108786,5.71487804391998,5.15964077006912,6.38610335530818,5.7341299234392,5.19300411209076,5.48944236350376,6.15594091674046,6.01361766436022,5.84937249349956,5.5466631898548
"CCDC109B",1.58246033659842,-1.73987117816903,1.50722163951644,1.55323541530946,2.11459701171385,2.10335006568536,0.549032159755868,0.725698552928308,2.54449124719673,1.10232994685264,0.549568748200947,0.828435841886941,1.16092202807511,0.634854509514354,1.29267149136183,0.873899394119181,2.04909977344691,1.60021795015674,1.98219477860243,0.969505257234977,0.803323118757491,0.490855456933966,0.182103505633352,0.823461490305324,2.4490972874268,0.567367974203466,-0.0892643270432434,0.6799636236839
"POLR2J",2.76305743036488,2.76183544764376,2.26954055678519,2.07985125421091,3.55101344471354,2.27281215683148,3.2394176532298,2.47678034436056,2.74695533673721,2.80998084250853,3.16406820587065,3.19520247969375,2.83882713130159,3.50162903020572,4.26746707085098,3.83290332643796,3.84561256923362,3.3130280675999,3.8655309404461,4.27636781774165,4.09447122803932,4.21421808735653,4.1625939754024,3.7121673392161,2.96686507977355,4.10828034137728,4.08127574673777,4.34919693027625
"DHX33",4.85747467821123,4.95990840459979,4.8661323000987,4.51615401481336,4.80111760822382,4.80947523493759,4.70405087438888,4.70301719479315,4.54322812324249,4.71877845623193,4.80253223495316,4.78750443319843,4.90571964693108,4.8966565485252,4.66725720803873,4.59488383431455,4.76648866102505,4.55578926674049,4.74887740834664,4.32110029355356,4.73141417195515,4.37736462775352,4.75173375844644,4.66836576668312,4.80002265328166,4.79812019254668,4.87626226878639,4.52510828596564
"THSD7A",5.15558946582685,4.81003161043798,5.10470833619012,5.2801634238064,5.84398661649671,5.79376235525089,5.3524648899596,5.63488412814536,4.67040159183031,5.35760075186781,5.5688871302886,5.41827930826416,5.46403408490228,5.28060677251858,5.600858785345,5.03082506136189,6.019068276114,5.01531237250509,4.90726743245827,5.20808034259708,4.98535505039723,5.19400942064755,4.93829591159554,5.5945583931538,4.80871743440623,5.34932295644052,5.15344450114471,5.08215142619602
"LIG3",5.58181204285479,5.62746529122127,5.49492332215346,5.67380374090241,5.22008077928923,5.66769794001637,5.92706337604222,5.5655656532947,5.60897697065209,5.72072740521168,5.74560306463703,5.69363061409591,5.66480195783788,5.7594981840494,5.47618676639696,5.11424656954405,5.90345985570061,5.48979504464601,5.24864330184672,5.93173663773463,5.07561093256474,5.34677987188331,5.65519728912551,6.08473646875648,5.65506808430804,5.60054520117022,5.59895185176156,5.79277024575143
"RPAP3",4.34664111143616,4.83898697999151,4.0442399384638,4.69653531087036,3.86807943234786,4.77852877231184,4.44262222247367,4.90893685774827,4.518851144581,4.59182310099201,4.33447619355645,4.31832293206353,4.05290879509668,4.26486950095185,3.27284425975907,3.34663587440684,3.85275435456353,3.92789870340963,3.6498733647591,4.72074362973679,4.0627228821798,3.82838293235867,3.9941566932064,4.38424392004734,4.32511698198722,3.70945198697907,3.4776787765506,3.0735409836335
"AC004381.6",1.9034509613624,-0.406680488938649,1.93815710147265,1.251355235188,0.102967932874683,1.68970040677159,2.53184503153623,1.04960316802639,1.21298102727413,1.92325451750762,1.47407864864164,1.44484646017736,1.96652339341083,2.40716401039262,0.704737768286137,1.0128873096171,2.16838285113412,1.25910079228877,0.116144513882377,1.0490208169793,0.13017608697309,1.71016589590644,1.13563841416,1.86063477112667,2.22838749981214,1.36249073068125,1.63701509742616,0.963376674696963
"CIAPIN1",4.22717354028388,3.96848886822225,3.4923260398071,3.87411935963865,4.18858573371211,4.00183360854037,3.97646294604173,4.12004500826006,3.6963734844803,3.92315151064826,3.60093501407208,4.04809650110658,3.63995347777031,4.21971774262959,3.32098787889529,3.19430573896835,3.91207314088107,4.25176299335965,3.33725068538114,4.04866253870841,3.81846266289322,3.53949615570031,3.61071823554367,4.22858435576399,4.03622180131548,3.57626901768344,3.54181150374689,3.89596878880637
"SPPL2B",4.95903990103627,5.73304448384801,5.80685964705718,4.90210986777111,5.59383991290683,4.09520809649224,5.65041693833403,4.15417483721271,4.86668264432181,4.91289043296826,5.36475905489974,5.36956347934039,4.88665697311286,5.62743423520062,5.63220319077413,6.11853216076462,5.35458892374134,5.95957061983024,5.74694674519869,6.048796871076,5.01883231250475,6.25437130051617,6.04173590477842,6.72103794214055,4.90267879351205,5.9977893642657,5.83298827766825,6.47961649938459
"FAM214B",4.41552687732072,5.01169170507797,5.23171590955958,4.48078900020723,5.65249798511538,3.43869988054516,4.92181451509868,4.10616374648632,4.56720004287963,4.36012900968957,4.47653141587967,4.71656111820205,4.89621979475015,4.77187678791371,5.18572139694541,5.37162428284697,4.44125551106569,5.01789905759622,5.60168687647493,4.89763436268803,5.65423147622155,5.42348661019308,5.13185701291741,5.38175760741457,4.63187026048311,5.32184754852001,5.36321716624541,5.26810346288107
"COPZ2",0.462456649941014,1.97785938611997,2.58715863192794,1.30626156647768,1.83961375196896,0.402292856882455,1.68723704622138,-0.438442470531993,1.38468530459178,0.102572538466852,1.88981736417549,1.28591389867749,0.956725869522656,1.81855116350946,3.01926903626383,2.3171083841634,2.03661056593689,2.06786779000779,2.85592429947008,1.90051551896374,2.7777189509205,2.38614373407633,2.40847237753667,1.06917964411797,1.63372473017838,1.89717962853135,2.45876333684494,2.90961397790981
"PRKAR2B",6.03877751128816,4.26155071119536,4.65002993168881,5.37631708002878,4.7279949303012,6.67762122939443,5.15017758263095,6.43580500633638,4.89062942339587,5.89737814316696,4.24318290642491,5.17538857171633,4.91044621756501,5.72490771969414,4.0561670030468,4.56130212368883,5.39306253996047,5.47481052359119,4.81519899237495,4.96581045499313,5.09927683659451,4.8780325786077,4.90213148862285,4.62098891313784,6.20418857013814,4.42900479789917,4.64971465936932,4.18788286190654
"MSL3",4.29272857987172,4.28699089912633,4.17644218596557,4.23410515259192,3.95220850977597,4.47309150703521,4.51832637221989,4.77935290707193,4.05958016832738,4.5395150252944,4.41511564949914,4.51629763509303,4.22972299256821,4.71877753083578,4.28577740586737,4.12874822232804,3.97887402721158,4.1703964143119,3.78838730643186,4.35669526556022,3.91051795384615,4.22797064993379,4.10011568231014,4.66525525643212,4.35866200372361,4.14009149760196,4.105729398412,4.12601160926573
"CREBBP",7.10077753635793,7.74693988314296,7.56204855384703,6.86791472859789,7.5329662900919,6.68765038306804,7.38635683881455,7.31740540668847,7.24362131872784,7.00094465778373,7.14295167936765,7.60502495562731,7.15290781162294,7.15012821531915,7.89198779157205,8.1336877498024,7.37765730614378,7.64438533246151,7.96246509546745,8.15401111468071,7.52817050826153,7.89931875308105,8.18789403417471,8.1064173835482,6.80289520669433,7.4487973955538,8.04225212071816,7.48856511622985
"BZRAP1",7.60620545867445,7.65874315871345,7.99141968575025,7.1795909322226,8.4513881526007,7.11735302771553,8.22626848036951,7.83087938222927,7.1701949203722,7.40830400484883,7.40888627827973,8.1228016094436,7.9550974531378,8.1951790303537,7.27119415194999,8.37266028729841,7.47719264835815,8.30685083106898,7.74889448928002,8.32073875137459,7.26945583317432,8.15420041563461,8.59228910902,8.57807402120431,6.98537919087322,8.15319624891145,8.20953556096612,7.75280646546529
"GCFC2",3.95371226476474,4.62291820947777,3.92712258742589,4.48078900020723,3.86807943234786,3.63113859616778,4.28357545198942,4.14061963994649,4.68690629067354,3.86765774459889,4.35642457773589,3.90045272180329,4.31775031332056,3.87608647437575,2.86544428884823,2.81188644806943,2.97238407682877,3.87751606952396,4.08929053198162,3.90645821834203,2.92624935173796,4.09920660945057,3.85730411031867,3.64428162545448,3.13669667217593,3.20731139098605,2.9387878004352,3.512123601154
"WDR54",2.18571676598509,2.13554882483092,1.78087412875106,2.41571224573313,1.29385267212746,2.78982516704755,2.53184503153623,2.02432135652556,2.19042736567953,2.26139455571279,1.62636226948883,2.23577463008243,0.956725869522656,2.76238519571168,1.74492469571566,1.84531055613582,2.98543928089263,2.90705853191858,1.67445973995306,1.90051551896374,1.81199373090984,2.33622631616033,1.89343499003394,2.91073752023752,2.98539029941602,2.16796169098709,2.16500698310798,2.56424013208974
"CROT",3.60866505568986,3.02635179646597,2.74455220258352,3.17469432321582,3.33522045365381,3.43076024773505,3.35748907019012,3.53115322725074,2.47015552598787,3.09007565382107,2.86047254320301,2.93443187312019,3.32294364690636,3.51414941084412,2.51845211933172,2.51719218418662,2.96581190378421,2.61068675112509,2.61904361917275,1.50884308894467,2.81630957353417,2.63351967171327,2.81861598389941,2.45777851928067,3.22248967586801,2.80596336054323,2.40065580498864,2.08581322792342
"KMT2E",7.23607145313345,7.24170998834817,7.36483408478797,7.1012196701537,7.06714441461,7.33610077995326,7.79823679053369,7.32566500254757,7.8212088668801,7.67750304557141,7.28990023925218,7.51531398866866,7.35106053870115,6.8478027173057,6.92101559467708,7.18087838360208,6.70958009982992,7.4129134181543,7.39202587956509,8.80001622676275,8.26476592130965,8.15104580944429,7.87876532957344,7.95353208313485,6.60196629800254,6.80775319224184,6.50670940041028,6.6886087763916
"RHBDD2",5.18054345722364,4.66879842395872,4.96999300596324,4.88868013801634,4.62922575785003,5.10719245178169,4.75970163562189,5.38190073343762,4.1496569239797,5.13184951405187,4.1074042643541,4.56902935859264,4.6069578917491,5.92570003619168,5.81351124617468,5.78441897888323,6.34827612696268,5.80939610984053,5.93168313215215,5.66299944995081,5.02708164133439,5.66756735026967,5.40166945736327,6.37861495022414,6.48803622658912,5.89433380817768,6.19820287257831,5.87200746926258
"SOX8",5.79880035763109,6.7641255442439,6.73399399413749,4.80059278232796,7.12266118290114,4.49990044864455,6.04214227157428,4.77935290707193,6.5398868143379,5.95841746258816,6.30403731344718,5.96247598298649,6.26300865552187,5.51979377550573,7.28111551092629,6.99214734187653,5.67374319537771,5.84187601298853,7.26411291158504,6.17490228661955,7.7399611958812,6.7794178507647,7.03845142458972,6.25267942213599,5.50265085458613,6.53613049930047,6.66524046034094,7.21431615856293
"IBTK",6.20122947348247,6.08692803548516,6.21888049050108,6.37506761002517,6.27577813502815,6.25254306172158,6.13224465495806,6.05362483982732,6.1669986615031,6.051630100277,6.32227412385798,6.07005433636493,6.1910229040862,5.9303785824709,5.76864884440651,5.28854961045974,5.67676451347931,5.38949240387407,5.4733867437704,4.76557033347017,6.58219689270401,5.3624509657098,5.53989162908482,5.45923010149227,5.97697009235136,5.26767731803469,5.11782016131362,5.39752769135962
"ZNF195",3.76202343918831,4.73807148371599,3.91770712945592,4.53351665621529,3.38796017087953,4.04408114312565,4.5137094809661,4.31367073641297,4.30741468046587,2.73443380291788,4.50136924320952,2.23577463008243,4.3872138542498,3.32812905334975,2.7819094920447,3.55435474469558,3.23540093047222,2.85013520891291,4.05310417113788,4.1377471543367,3.4647561594726,4.46126273444659,4.83081671175868,5.01474809713691,3.52224327514714,3.14596401833935,3.45881902607666,3.81985012462647
"MYCBP2",9.44274696291994,8.30397297146594,8.29030732213675,8.4942705086215,8.05389479851815,9.78423956872628,9.06778677853643,10.0881343929508,8.74420075875652,9.20921806917266,8.51851936937551,8.93586473663669,8.6029608311944,9.28861667052254,7.48107412922758,8.01518371419434,8.84186038530108,8.59841171109937,8.35725946206968,9.37547254302996,8.03456022349324,8.67428087402484,8.69731944304244,9.12290571555984,9.18052212090763,8.1606468269802,8.25260434369612,7.81115975411036
"FBXL3",6.10544771562139,5.90172383883522,6.38181916564373,5.95723372750413,6.21382728202586,6.45399941502146,5.41322082036821,6.35887068365246,6.15320674594203,6.09153676131923,6.01419501810161,5.78809831354062,6.06950038597776,5.98536874964458,5.62263108779612,5.54771588911799,5.56597592582193,5.25343418960125,5.66539747613005,4.82042169543094,6.33219653399282,5.41148431201389,5.37553047626851,4.90035256566823,5.76905098532264,5.52625597535028,5.66008373592234,5.35647986529478
"ITGAL",2.45479795888593,2.71261904812053,3.16635433675493,2.91689934182399,1.56210884983018,1.79241118055041,1.35693818121966,0.5725962215026,2.96111959803831,2.32458372609247,2.05997602865138,1.54183911352395,0.956725869522656,1.85837584603316,2.81590599811636,1.07766255868157,2.71460692383383,1.87590472082218,2.47330404147519,2.87568915893476,1.08197934051478,1.74883699220528,3.12510312930366,2.60789179531967,1.30053849640315,1.99319928215125,2.06878225171765,3.29417167412633
"PDK2",5.35509105178544,5.94764483461774,5.90064998096236,6.08833304344799,6.67287762591489,5.57348563825863,6.36407607766866,6.33675125455987,6.36972260944334,5.95176145703504,5.89928292627064,6.22413741748562,5.87767952129789,6.89643495992314,6.7731150370494,6.2837939898221,6.51904195399363,6.15788270301044,6.01305390996377,6.04637684279737,5.7619503394919,6.78872702662522,5.87449854995231,6.71578580603536,6.11165614827043,6.53413661751572,6.48590084030363,6.21771372783912
