SYMBOL,logFC,SE,P.Value,acc,region
ALG9,-0.305963053442813,0.13424232989824153,0.030251801609214,GSE278723_CA1,hippocampus_CA1
ALKBH4,0.368241677795992,0.16547821159983056,0.0340523969965566,GSE278723_CA1,hippocampus_CA1
ALKBH5,0.267360559174294,0.12006143526278959,0.0339375559846964,GSE278723_CA1,hippocampus_CA1
ALKBH7,1.22470527259054,0.17132979887652175,7.51899589387181e-8,GSE278723_CA1,hippocampus_CA1
ALKBH8,-0.600021595642918,0.1481999997794175,3.5381884629522e-4,GSE278723_CA1,hippocampus_CA1
ALPK1,-0.577173818733789,0.22032972311777294,0.0138968302658537,GSE278723_CA1,hippocampus_CA1
ALS2,-0.403567122374002,0.1257818166184009,0.00326340389738968,GSE278723_CA1,hippocampus_CA1
ALS2CR11,-0.674118053928411,0.24992678478936697,0.011558875138486,GSE278723_CA1,hippocampus_CA1
ALYREF,0.639449573209982,0.1668744296653159,6.3542775479897e-4,GSE278723_CA1,hippocampus_CA1
AMACR,-0.515441662660154,0.23701498738200616,0.0380079411046123,GSE278723_CA1,hippocampus_CA1
AMBRA1,0.250103957897955,0.09578997170037305,0.0141821143177533,GSE278723_CA1,hippocampus_CA1
AMD1,-0.703463666562221,0.1506397212416478,6.43578405388279e-5,GSE278723_CA1,hippocampus_CA1
AMDHD2,0.696227015638918,0.27010312263228536,0.0153357086418364,GSE278723_CA1,hippocampus_CA1
AMFR,0.608163103484269,0.19117848304430718,0.00349891078436321,GSE278723_CA1,hippocampus_CA1
AMMECR1,-0.593602399262496,0.20037544527069462,0.00606142639610815,GSE278723_CA1,hippocampus_CA1
AMMECR1L,-0.400733825589796,0.1425369726142632,0.00878072718546644,GSE278723_CA1,hippocampus_CA1
AMN1,-0.917891546316678,0.1795972718751703,1.89775727638357e-5,GSE278723_CA1,hippocampus_CA1
AMOT,0.78242147534778,0.24026449740922606,0.00288601126863193,GSE278723_CA1,hippocampus_CA1
AMOTL2,0.42934453599246297,0.20652260934186842,0.0466378638976206,GSE278723_CA1,hippocampus_CA1
AMPD2,0.718960705944837,0.13524228942684205,1.0748689007073e-5,GSE278723_CA1,hippocampus_CA1
AMT,0.579555621607254,0.14385047999900527,3.7340580625721e-4,GSE278723_CA1,hippocampus_CA1
