SYMBOL,max_loo_p,min_loo_p
DUS4L,1.919161158762694e-5,6.3166755590691185e-9
DUSP1,3.1578559407034154e-4,3.779814293353184e-9
DUSP18,0.9875198410390797,0.0060572390124217544
DUSP4,0.9605157620233856,7.669103325387529e-4
DVL2,3.835109641106266e-5,1.2611504743529503e-8
DYNC1I1,3.6979999018308636e-5,7.502249756784872e-8
DYNC1LI1,2.3157184660746518e-5,4.363753054132769e-12
DYNC1LI2,0.7722840103389288,4.9385610237157126e-06
DYNC2LI1,4.0629883974625565e-14,8.65873284684293e-25
DYNLT3,2.253330949115456e-4,6.9145354582085005e-9
DZIP1L,2.410177456616024e-4,1.9103347753417347e-5
E2F3,2.2805881862608446e-4,2.8896838315327475e-8
EBF1,0.909572226115186,1.1163352903439436e-4
EBF4,1.7974063951985864e-7,5.040365521548684e-12
EBNA1BP2,2.0423007377646924e-6,1.6054388239898e-8
EBP,4.0956549746508906e-4,1.025872227932718e-5
ECE1,1.6130188261347388e-4,5.008761397774781e-15
ECM2,0.8176390898995856,7.114420883357181e-8
EDA,2.0932006886466208e-4,1.0993978593854667e-6
EDA2R,0.9171404560071142,4.23297488291124e-5
EDF1,0.8275351125735897,1.0612042279166543e-9
EEF1D,1.8764021845197102e-4,3.439044369900849e-6
